;;;;;;;;;;;;;x,,,,,,,,
EVTDESC97210_NEWS_LONG;来自基尔省的当地船主和商人向$COUNTRY_ADJ$政府提出打造“基尔运河”的概念——横跨辛布里半岛的水路，有效缩短了北部和波罗的海之间的交通距离。尽管完成这一工程可能需要花费一些时间，但这仍然会是$COUNTRY$工商业发展史上的又一个转折点。尽管政府和商人们都没有确认具体的起始日期。\n;;;;;;;;;;;;x,,,,,,,
EVTDESC97210_NEWS_MEDIUM;来自基尔省的当地船主和商人向$COUNTRY_ADJ$政府提出打造“基尔运河”的概念——横跨辛布里半岛的水路，有效缩短了北部和波罗的海之间的交通距离。;;;;;;;;;;;;x,,,,,,,
EVTDESC97210_NEWS_SHORT;来自基尔省的当地船主和商人向$COUNTRY_ADJ$政府提出打造“基尔运河”的概念——可有效缩短北部和波罗的海之间的交通距离。;;;;;;;;;;;;x,,,,,,,
EVTNAME97225_NEWS_TITLE;$COUNTRY$完成基尔运河;;;;;;;;;;;;x,,,,,,,,
EVTDESC97225_NEWS_LONG;自16世纪以来，便有挖出一条横跨辛布里半岛的航道的计划，以缩短北方主要港口和波罗的海之间的距离。随着“基尔运河”的竣工和汉堡——汉堡至美洲的货轮，帕拉提亚号成为了第一艘经过此运河的船。运河的建成给$COUNTRY$的国际地位增色不少。$COUNTRY_ADJ$商会尚未对可能带来的年收入表示任何意见，但不久的将来应该会有此动作。;;;;;;;;;;;;x,,,,,
EVTDESC97225_NEWS_MEDIUM;“基尔运河”缩短了北部和波罗的海之间的水陆交通距离，它的竣工大大的提升了$COUNTRY$的国际地位。国家商会尚未对目前的年收入进行任何评论。;;;;;;;;;;;;x,,,,,,,
EVTDESC97225_NEWS_SHORT;“基尔运河”缩短了北部和波罗的海之间的水陆交通距离，它的竣工大大的提升了$COUNTRY$的国际地位。;;;;;;;;;;;;x,,,,,,,
EVTNAME97255_NEWS_TITLE;苏伊士运河受到$COUNTRY_ADJ$控制;;;;;;;;;;;;x,,,,,,,,
EVTDESC97255_NEWS_LONG;最近$COUNTRY$接管苏伊士周围区域的军权和管理权，鉴于该区域依托于“苏伊士运河”，此举在外贸公司之间造成了一场大混乱。该运河是世界上海陆交通中最重要的一条航线，它的开放，大幅地缩短了欧洲和亚洲港口间的交通距离。所有的外贸公司都已向$COUNTRY_ADJ$商会申请于该运河的正式通过权。;;;;;;;;;;;;x,,,,,,
EVTDESC97255_NEWS_MEDIUM;$COUNTRY$近来接管苏伊士运河引发了国际贸易公司的骚动。这条运河被认为是最重要的海上通道，极大地缩短了欧洲与亚洲的距离。;;;;;;;;;;;;x,,,,,,,
EVTDESC97255_NEWS_SHORT;$COUNTRY$近来接管苏伊士运河引发了国际贸易公司的骚动。这条运河被认为是最重要的海上通道。;;;;;;;;;;;;x,,,,,,,,
EVTNAME97265_NEWS_TITLE;$COUNTRY_ADJ$“苏伊士”计划揭晓;;;;;;;;;;;;x,,,,,,,,
EVTDESC97265_NEWS_LONG;$COUNTRY_ADJ$工程师正式向埃及地方政府提出修建一条连通地中海和红海的水道，名为“苏伊士运河”。首席工程师团队预测"如果没有技术方面以外的问题，运河会在几年内修建完成"。当地官员没有给出准确的建设开始时间，但否认$COUNTRY_ADJ$政府将独立支持这个项目的谣言。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97265_NEWS_MEDIUM;$COUNTRY_ADJ$工程师向埃及地方政府提出修建一条连通地中海和红海的水道，名为“苏伊士运河”。官方没有给出准确的建设开始时间。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97265_NEWS_SHORT;$COUNTRY_ADJ$工程师向埃及地方政府提出修建“苏伊士运河”，连通地中海和红海的提议。;;;;;;;;;;;;x,,,,,,,
EVTNAME97280_NEWS_TITLE;$COUNTRY$完成苏伊士运河;;;;;;;;;;;;x,,,,,,,,
EVTDESC97280_NEWS_LONG;“纪念一个慷慨而不幸的人”，这句话铭刻在由$COUNTRY_ADJ$政府出资的青铜胸像上，铜像在苏伊士运河隆重的开幕典礼上公开亮相。这条水道，连通着地中海和红海，不久会成为世上最重要的海上运输路线，因为它极大地缩短了欧洲和亚洲的交通距离。$COUNTRY_ADJ$国家贸易局在下周内会宣布正式通行权的年费。;;;;;;;;;;;;x,,,,,,
EVTDESC97280_NEWS_MEDIUM;由$COUNTRY_ADJ$政府出资的青铜胸像上在苏伊士运河隆重的开幕典礼上公开亮相。这条水道，连通着地中海和红海，不久会成为世上最重要的海上运输路线;;;;;;;;;;;;x,,,,,,
EVTDESC97280_NEWS_SHORT;随着苏伊士运河完成， 这个建筑缩短了红海和地中海的交通距离，极大地提高了$COUNTRY$的国家声望。;;;;;;;;;;;;x,,,,,,,
EVTNAME97355_NEWS_TITLE;巴拿马运河受到$COUNTRY_ADJ$控制;;;;;;;;;;;;x,,,,,,,,
EVTDESC97355_NEWS_LONG;$COUNTRY$对巴拿马地区的军事和行政接管引起了国际贸易公司的非议，因为这块领土包括巴拿马运河。自开放以来巴拿马运河一直被认为是非常重要的海运路线，连通大西洋和太平洋，取代了远绕南美漫长而不可靠的航线。所有主要贸易公司已向$COUNTRY_ADJ$商业部申请运河通行权。;;;;;;;;;;;;x,,,,,,
EVTDESC97355_NEWS_MEDIUM;$COUNTRY$对巴拿马地区的接管引起了国际贸易公司的非议。这条运河一直被认为是非常重要的海运路线，连通大西洋和太平洋，取代了远绕南美漫长而不可靠的航线;;;;;;;;;;;;x,,,,,,,
EVTDESC97355_NEWS_SHORT;$COUNTRY$对巴拿马地区的接管引起了国际贸易公司的非议。这条运河一直被认为是非常重要的海运路线;;;;;;;;;;;;x,,,,,,,,
EVTNAME97365_NEWS_TITLE;$COUNTRY_ADJ$“巴拿马”计划揭晓;;;;;;;;;;;;x,,,,,,,,
EVTDESC97365_NEWS_LONG;$COUNTRY_ADJ$政府正式递交了建造巴拿马运河的修建计划，这条运河将连通大西洋和太平洋,并取代现在绕过南美洲漫长而不可靠的航线。据$COUNTRY_ADJ$巴拿马地区大使称“考虑到各种情况，运河的建造会在几年内完成”。首席工程师未对大使的言论作出评论，并且不愿提及工程的启动时间。;;;;;;;;;;;;x,,,,,,,
EVTDESC97365_NEWS_MEDIUM;$COUNTRY_ADJ$政府正式递交了建造巴拿马运河的修建计划，这条运河将连通大西洋和太平洋,并取代现在绕过南美洲漫长而不可靠的航线。首席工程师不愿提及工程的启动时间。;;;;;;;;;;;;x,,,,,,,
EVTDESC97365_NEWS_SHORT;$COUNTRY_ADJ$政府正式递交了建造巴拿马运河的修建计划，这条运河将连通大西洋和太平洋。首席工程师不愿提及工程的启动时间。;;;;;;;;;;;;x,,,,,,,
EVTNAME97380_NEWS_TITLE;$COUNTRY$完成巴拿马运河;;;;;;;;;;;;x,,,,,,,,
EVTDESC97380_NEWS_LONG;$COUNRTY_ADJ$上议院正式开放巴拿马运河，这个毫无疑问可以看作是$COUNRTY_ADJ$技术创造和医学革新的顶峰，同时也是现代工程史上最富盛名也花费巨大的工程。 政府从未出面对任何技术问题，工程花费和热带病造成的人员伤亡报道做出评价。但是运河通行权的年费表明，政府付出了极高的金钱和生命代价;;;;;;;;;;;;x,,,,
EVTDESC97380_NEWS_MEDIUM;$COUNRTY_ADJ$上议院正式开放巴拿马运河，现代工程史上最富盛名也花费巨大的工程。 政府从未出面对任何事情做出评价，除了运河通行权的年费;;;;;;;;;;;;x,,,,,,,
EVTDESC97380_NEWS_SHORT;$COUNRTY_ADJ$上议院正式开放巴拿马运河，这个现代工程史上最富盛名也花费巨大的工程。;;;;;;;;;;;;x,,,,,,,
EVTNAME97405_NEWS_TITLE;邮费不足！;;;;;;;;;;;;x,,,,,,,,
EVTDESC97405_NEWS_LONG;一张从最近通航的巴拿马运河寄来的小小贺卡引发了$COUNRTY_ADJ$历史上最严重的抗议。根据我们记者拿到的秘密讯问记录，骚动始于“反对包括超支的一切”组织的成员对一名$CAPITAL$官员的指控。这名官员从一个未知来源收到一份巴拿马私人贺卡后私自使用国库资金支付了不够的邮费。政府认为此项指控毫无根据。 ;;;;;;;;;;;;x,,,,,,
EVTDESC97405_NEWS_MEDIUM;一张从最近通航的巴拿马运河寄来的小小贺卡引发了$COUNRTY_ADJ$历史上最严重的抗议。骚动始于“反对包括超支的一切”组织的成员对一名$CAPITAL$官员的指控。这名官员私自使用国库资金支付了不够的邮费。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97405_NEWS_SHORT;一张从最近通航的巴拿马运河寄来的小小贺卡引发了$COUNRTY_ADJ$历史上最严重的抗议。某官员私自使用国库资金支付不够的邮费。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_LONG;黎凡特酝酿着一场危机：法国政府成功地迫使$FROMCOUNTRY$接受他们在巴勒斯坦基督教圣地的统治权——此权力自1774年凯纳甲湖条约以来一直属于俄罗斯。俄国人认为这是破坏条约并威胁到了俄国在圣地的利益。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_MEDIUM;黎凡特酝酿着一场危机：法国政府成功地迫使$FROMCOUNTRY$接受他们在巴勒斯坦基督教圣地的统治权——此权力自1774年凯纳甲湖条约以来一直属于俄罗斯。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_SHORT;法国政府迫使$FROMCOUNTRY$接受他们在巴勒斯坦基督教圣地获得以前属于俄罗斯的权力。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97510_NEWS_LONG;欧洲首脑在巴黎聚会处理克里米亚战争事宜，主要是惩罚俄罗斯入侵奥斯曼帝国。俄罗斯遭到了耻辱的失败，失去在奥斯曼帝国的影响力，现在被要求归还比萨拉比亚地区给罗马尼亚。法国完胜！;;;;;;;;;;;;x,,,,,,
EVTDESC97510_NEWS_MEDIUM;欧洲首脑在巴黎聚会处理克里米亚战争事宜。俄罗斯遭到了耻辱的失败，失去在奥斯曼帝国的影响力，现在被要求归还比萨拉比亚地区给罗马尼亚。法国完胜！;;;;;;;;;;;;x,,,,,,
EVTDESC97510_NEWS_SHORT;欧洲首脑在巴黎聚会处理克里米亚战争事宜。俄罗斯遭到了耻辱的失败，失去影响力和威望。;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_LONG;俄罗斯在克里米亚战争的胜利意味着他能随心所欲地要求和平条约的条件，他们也是这么做的。在巴黎签署的条约规定，奥斯曼完全丧失对罗马尼亚影响力，俄罗斯人牢牢地控制住了黎凡特的圣地。俄罗斯完胜！;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_MEDIUM;在巴黎签署的条约规定，奥斯曼完全丧失对罗马尼亚影响力，俄罗斯人牢牢地控制住了黎凡特的圣地。俄罗斯完胜;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_SHORT;在巴黎签署的条约规定，俄罗斯人控制黎凡特的圣地和刚获自由的罗马尼亚;;;;;;;;;;;;x,,,,,,,
EVTNAME97550_NEWS_TITLE;中美洲内战;;;;;;;;;;;;x,,,,,,,,
EVTDESC97550_NEWS_LONG;中美洲联邦自成立以来就在混乱中。对联邦寄予厚望的自由主义者一直与牧师，贵族等保守主义做斗争，还得担忧危地马拉的入侵。随着叛乱者四处出现，努力维持这个联邦似乎不太可能。;;;;;;;;;;;;x,,,,,
EVTDESC97550_NEWS_MEDIUM;中美洲联邦自成立以来就处在对危地马拉入侵的担忧中。随着叛乱者四处出现，努力维持这个联邦似乎不太可能。;;;;;;;;;;;;x,,,,,,
EVTDESC97550_NEWS_SHORT;中美洲联邦自成立以来就在混乱中。随着叛乱者四处出现，努力维持这个联邦似乎不太可能。;;;;;;;;;;;;x,,,,,,,
EVTNAME97560_NEWS_TITLE;中美洲联邦的终结？;;;;;;;;;;;;x,,,,,,,,
EVTDESC97560_NEWS_LONG;中美洲联邦在迅速瓦解。政府成员在$CAPITAL$见面并讨论是否正式宣布解体并归还危地马拉政府宣称的土地，或者通过内战来维持现状。有人认为这是不可能的任务，虽然自由主义者们认为政府应该不允许保守主义者讨论分裂事宜;;;;;;;;;;;;x,,,,,,
EVTDESC97560_NEWS_MEDIUM;中美洲联邦在迅速瓦解。政府成员在$CAPITAL$见面并讨论是否正式宣布解体并归还危地马拉政府宣称的土地，或者通过内战来维持现状。;;;;;;;;;;;;x,,,,,,,
EVTDESC97560_NEWS_SHORT;中美洲联邦在迅速瓦解。政府成员在$CAPITAL$见面并讨论是否正式宣布解体;;;;;;;;;;;;x,,,,,,,,
EVTNAME97606_NEWS_TITLE;海军上将佩里的远征;;;;;;;;;;;;x,,,,,,,,
EVTDESC97606_NEWS_LONG;海军准将佩里最近从日本返回$COUNTRY$，他的使命成功了：日本的锁国政策被打破。美国船只现在有权停泊在日本港口，虽然这是通过炮舰外交和战争威胁完成的。;;;;;;;;;;;;x,,,,,,
EVTDESC97606_NEWS_MEDIUM;海军准将佩里最近从日本返回$COUNTRY$，他的使命成功了：日本的锁国政策被打破。;;;;;;;;;;;;x,,,,,,,
EVTDESC97606_NEWS_MEDIUM;海军准将佩里最近从日本返回$COUNTRY$，他的使命成功了：日本的锁国政策被打破。;;;;;;;;;;;;x,,,,,,,
EVTNAME97609_NEWS_TITLE;日本投降;;;;;;;;;;;;x,,,,,,,,
EVTDESC97609_NEWS_LONG;$COUNTRY$和日本的战争正式结束。$COUNTRY_ADJ$政府正式和日本签订条约，而这将在日本恢复时发挥影响力，日本港口对外国船只开放的要求得以满足。此外，日本要赔偿$COUNTRY_ADJ$军费。;;;;;;;;;;;;x,,,,,,
EVTDESC97609_NEWS_MEDIUM;$COUNTRY$和日本的战争正式结束。$COUNTRY_ADJ$政府正式和日本签订条约，而这将在日本恢复时发挥影响力，日本港口对外国船只开放的要求得以满足。;;;;;;;;;;;;x,,,,,,,
EVTDESC97609_NEWS_SHORT;美国和日本的战争正式结束。美国政府正式和日本签订条约，而这将在日本恢复时发挥影响力。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97617_NEWS_LONG;日本现分裂征兆：在一次空前的运动中，日本皇室发出布告驱逐在日本的外国蛮夷。这次运动与传统上天皇的傀儡角色相违背，挑战了幕府将军的权力，可能会激起叛变。;;;;;;;;;;;;x,,,,,
EVTDESC97617_NEWS_MEDIUM;日本现分裂征兆：在一次空前的运动中，日本皇室发出布告驱逐在日本的外国蛮夷。这次运动与传统上天皇的傀儡角色相违背;;;;;;;;;;;;x,,,,,,,
EVTDESC97617_NEWS_SHORT;在一次空前的运动中，日本天皇——传统上的傀儡——发出布告驱逐在日本的外国蛮夷。;;;;;;;;;;;;x,,,,,,,
EVTDESC97630_NEWS_LONG;有人相信孝明天皇是被谋杀的——有激进分子害怕皇室与将军家妥协，于是暗中给了他一块沾有天花病毒的手帕。无论真相如何，天皇的死亡使明治天皇登基，决定了日本内战的爆发。;;;;;;;;;;;;x,,,,,,
EVTDESC97630_NEWS_MEDIUM;有人相信孝明天皇是被谋杀的。无论真相如何，天皇的死亡使明治天皇登基，决定了日本内战的爆发;;;;;;;;;;;;x,,,,,,,
EVTDESC97630_NEWS_SHORT;孝明天皇的死亡使明治天皇登基，导致了将军和日本大名间的内战。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97641_NEWS_LONG;日本的$FROMCOUNTRY$藩做了大胆的行动：他们控制了京都的皇宫并宣布打算让明治天皇恢复对国家的统治。据说他们召集大名一起对抗将军。即将到来的内战会决定日本的未来。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97641_NEWS_MEDIUM;日本的$FROMCOUNTRY$藩控制了京都的皇宫并宣布打算让明治天皇恢复对国家的统治。据说他们招募大名一起对抗将军。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97641_NEWS_SHORT;日本的$FROMCOUNTRY$藩控制了京都的皇宫并宣布打算让明治天皇恢复对国家的统治。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97646_NEWS_LONG;$FROMCOUNTRY$军大张旗鼓地进入江户，德川幕府同意永久和平。这是自战国时代将军作为国家的统治者以来，皇室第一次统治全日本。;;;;;;;;;;;;x,,,,,,
EVTDESC97646_NEWS_MEDIUM;$FROMCOUNTRY$军大张旗鼓地进入江户，德川幕府同意永久和平。这是自战国时代将军作为国家的统治者以来，皇室第一次统治全日本。;;;;;;;;;;;;x,,,,,,
EVTDESC97646_NEWS_SHORT;$FROMCOUNTRY$军大张旗鼓地进入江户，德川幕府同意永久和平。;;;;;;;;;;;;x,,,,,,,
EVTDESC97651_NEWS_LONG;日本内战结束了：德川军大张旗鼓地进入京都，大名们和明治天皇同意永久和平。这是自将军僭越统治以来，日本第一次作为单一国家统一。;;;;;;;;;;;;x,,,,,,
EVTDESC97651_NEWS_MEDIUM;日本内战结束了：德川军大张旗鼓地进入京都，大名们和明治天皇同意永久和平。这是自将军僭越统治以来，日本第一次作为单一国家统一。;;;;;;;;;;;;x,,,,,,
EVTDESC97651_NEWS_SHORT;日本内战结束了：德川军大张旗鼓地进入京都，大名们和明治天皇同意永久和平。;;;;;;;;;;;;x,,,,,,,
EVTDESC97665_NEWS_LONG;浪人阶级对废除日本藩镇制度并导致的地位降低的不满引发一场叛乱。由前萨摩藩大名下最有名望的武士领导者西乡隆盛带领的反叛吸引了大量追随者，成为了日本政府的严重挑战。;;;;;;;;;;;;x,,,,,,
EVTDESC97665_NEWS_MEDIUM;浪人阶级对废除日本藩镇制度的不满引发一场叛乱。叛乱吸引了大量追随者，成为了日本政府的严重挑战。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97665_NEWS_SHORT;浪人阶级对废除日本藩制度的不满引发一场叛乱，将成为日本政府的严重挑战。;;;;;;;;;;;;x,,,,,,,
EVTNAME98008_NEWS_TITLE;$COUNTRY$的未遂政变！;;;;;;;;;;;;;x,,,,,,,,
EVTDESC98008_NEWS_LONG;一个捷克民主激进组织试图推翻$COUNTRY_ADJ$政府。但是阴谋没有成功，根据$COUNTRY_ADJ$官方消息，这仅仅是一小撮被误导的民众的无心之举。但是深层访问表明，这些民众的行动激励了其他人要求自由的起义。他们能成功吗？时间会告诉我们答案。;;;;;;;;;;;;;x,,,,
EVTDESC98008_NEWS_MEDIUM;捷克民主激进分子试图一击推翻$COUNTRY_ADJ$政府。官方称这些被蒙蔽的民众的意图未获成功。但是深层访问表明，这些人的行动激励了其他人起义要求自由。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC98008_NEWS_SHORT;捷克民主激进分子——官方口中的“少数被蒙蔽的民众”——试图推翻$COUNTRY_ADJ$政府的企图失败了，但是它激励了其他人追求自由的起义;;;;;;;;;;;;;x,,,,,,
EVTDESC98206_NEWS_MEDIUM;布尔人侵入祖鲁族领地引起严重反应：血河战役。布尔人取得决定性胜利，开辟了新的殖民地——剩下的问题在于英国是否承认他们的独立。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98206_NEWS_SHORT;布尔人侵入祖鲁族领地引发血河战役。布尔人取得决定性胜利，仅存的问题是英国是否承认他们的独立。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98207_NEWS_LONG;东迁至祖鲁领地的布尔人令人令人惊讶地和定居者一起共处：在相对和平的氛围中，他们为新殖民地确定了固定边界。仅存的问题是英国是否允许这个新纳塔利亚共和国的存在。毕竟布尔人原本受英国统治，并且共和国的存在会吸走更多的布尔人……也许将会成为英国称霸非洲的障碍。;;;;;;;;;;;;;x,,,,,
EVTDESC98207_NEWS_MEDIUM;东迁至祖鲁领地的布尔人令人令人惊讶地和定居者一起共处：在相对和平的氛围中，他们为新殖民地确定了固定边界。仅存的问题是英国是否允许这个新纳塔利亚共和国的存在。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98207_NEWS_SHORT;迁至祖鲁领地的布尔人定居下来了，并为本该由英国统治的新纳塔利亚共和国确立了新边界。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC98210_NEWS_LONG;纳塔利亚的布尔人再次为英国统治恼怒，憎恶于即使逃离了开普殖民地也未能逃离英国王权。纳塔利亚对于英国军事力量有一些争论，开普敦的英政府建议纳塔利亚在局势更糟之前选择成为附属。有人建议布尔人走自己的路，让别人去说吧。;;;;;;;;;;;;;x,,,,,
EVTDESC98210_NEWS_MEDIUM;纳塔利亚对于英国军事力量颇有戒心，英殖民政府建议纳塔利亚在局势更糟之前选择成为附属。有人建议布尔人应坚持自己的道路。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98210_NEWS_SHORT;纳塔利亚对于英国军事力量颇有戒心，英殖民政府建议纳塔利亚在局势更糟之前选择成为附属。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98230_NEWS_LONG;英殖民当局与$COUNTRY_ADJ$政府会见以商讨独立的事宜。他们希望英国在$COUNTRY_ADJ$影响力仍然强大，期待他们废除奴隶制和对工作在$COUNTRY_ADJ$地区的外国人的不公正待遇。若$COUNTRY_ADJ$独立已是板上钉钉，他们将考虑是否希望将来与英国发生冲突。;;;;;;;;;;;;;x,,,,,
EVTDESC98230_NEWS_MEDIUM;英殖民当局与$COUNTRY_ADJ$政府会见以商讨独立的事宜。他们希望英国在$COUNTRY_ADJ$影响力仍然强大，期待他们废除奴隶制和对工作在$COUNTRY_ADJ$地区的外国人的不公正待遇。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98230_NEWS_SHORT;英殖民当局与$COUNTRY_ADJ$政府会见以判决他们从英殖民地独立的事宜。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC98245_NEWS_LONG;英殖民地南非总督据称几年前宣布了吞并德兰士瓦，一个布尔人曾顽强的战斗过的国家。德兰士瓦和奥兰治自由邦都有大量的对$COUNTRY$极具价值的资源，因此证明了布尔人的反抗很窘迫。若不报以还击，英国会损失颜面。;;;;;;;;;;;;;x,,,,,
EVTDESC98245_NEWS_MEDIUM;英殖民地南非总督据称几年前宣布吞并德兰士瓦，一个布尔人曾顽强的战斗过的国家。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98245_NEWS_SHORT;英殖民地南非总督据称几年前宣布吞并德兰士瓦，一个布尔人曾顽强的战斗过的国家。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98247_NEWS_LONG;布尔人被证明比想象中更有抵抗力，现在英国面临交出开普敦的耻辱。战争打得稀烂，开普敦早被占领，英国人似乎毫无选择。在弗里尼欣和布尔人商议英国投降的会议正在准备。;;;;;;;;;;;;;x,,,,,,
EVTDESC98247_NEWS_MEDIUM;布尔人被证明比想象中更有抵抗力，在弗里尼欣和布尔人商议英国投降的会议正在准备。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98247_NEWS_SHORT;布尔人被证明比想象中更有抵抗力，在弗里尼欣和布尔人商议英国投降的会议正在准备。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98607_NEWS_LONG;随着时代变化许多政府在和平地寻求剪断与其宗主国的最后纽带。$FROMCOUNTRY$政府最终批准$COUNTRY$完全独立享有与他国维持外交和签订条约的权力的诉求。这点也标志着不可预计的未来的开端，就是$FROMCOUNTRY$作为一个国家必须不依靠前盟友和奴仆（如现在自由的$COUNTRY$的民众之前自称）自己走下去。;;;;;;;;;;;;;x,,,,,,,
EVTDESC98607_NEWS_MEDIUM;$FROMCOUNTRY$政府最终批准$COUNTRY$完全独立享有与他国维持外交和签订条约的权力的诉求。$FROMCOUNTRY$现在必须不依靠前盟友和附庸自己走下去。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98607_NEWS_SHORT;$FROMCOUNTRY$政府最终批准$COUNTRY$完全独立享有与他国维持外交和签订条约的权力的诉求。以前的附庸现在自由了。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98608_NEWS_LONG;随着时代变化许多政府即使是诉诸武力也希望从其宗主国的限制中解脱。$FROMCOUNTRY$政府因受到独立战争的威胁，最终同意$COUNTRY$完全独立享有与他国维持外交和签订条约的权力的要求。当$COUNTRY$的所有人庆祝他们的独立时，$FROMCOUNTRY$现在要在没有附属的情况下独立生存。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98608_NEWS_MEDIUM;由于战争的威胁，$FROMCOUNTRY$政府最终同意$COUNTRY$政府完全独立享有与他国维持外交和签订条约的权力的要求。$FROMCOUNTRY$现在要在没有附属的情况下独立生存。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98608_NEWS_SHORT;$FROMCOUNTRY$同意$COUNTRY$政府完全独立享有与他国维持外交和签订条约的权力的要求。前附属国现在自由了。;;;;;;;;;;;;x,,,,,,,,
EVTNAME98613_NEWS_TITLE;$COUNTRY_ADJ$盟友;;;;;;;;;;;;x,,,,,,,,
EVTDESC98613_NEWS_LONG;历史的车轮滚滚向前，许多政府即使诉诸武力也要从其宗主国独立。往往他们不得不独立抵抗其宗主国，但是最近的报告表明$FROMCOUNTRY$与$COUNTRY$结盟以结束$COUNTRY_ADJ$附庸状态。仍有待观察一旦独立战争开始他们是否愿意帮忙，附属国和宗主国之间的外交关系迅速恶化。;;;;;;;;;;;;x,,,,,,,
EVTDESC98613_NEWS_MEDIUM;报告表明$FROMCOUNTRY$与$COUNTRY$结盟以结束$COUNTRY_ADJ$附庸状态。一旦独立战争开始他们是否愿意帮忙仍有待观察，附属国和宗主国之间的外交关系迅速恶化。;;;;;;;;;;;;x,,,,,,,
EVTDESC98613_NEWS_SHORT;报告表明$FROMCOUNTRY$与$COUNTRY$结盟以结束$COUNTRY_ADJ$附庸状态。附属国和宗主国之间的外交关系迅速恶化。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98620_NEWS_LONG;随着奥斯曼政府表明改革的意愿，一个名为新奥斯曼人的知识阶级兴起——被法国大革命影响的人，拥护世俗假设而不是宗教法律，支持提供权力给少数民族。他们说，这些会帮助遏止帝国腐败的潮流。;;;;;;;;;;;;x,,,,,
EVTDESC98620_NEWS_MEDIUM;随着奥斯曼政府表明改革的意愿，一个名为新奥斯曼人的知识阶级兴起——拥护世俗假设而不是宗教法律，支持提供权力给少数民族。;;;;;;;;;;;;x,,,,,,,
EVTDESC98620_NEWS_SHORT;一个名为新奥斯曼人的知识阶级兴起于奥斯曼帝国——拥护世俗假设而不是宗教法律，支持提供权力给少数民族。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98626_NEWS_LONG;目前奥斯曼帝国不稳定的状况已达到了苏丹被劝告废除宪法的地步。有人认为此举会造成更不稳定，有人认为不废宪表明苏丹孱弱。反改革分子寻求武力恢复君主制，甚至全面废除也不是不可能。;;;;;;;;;;;;x,,,,,
EVTDESC98626_NEWS_MEDIUM;目前奥斯曼帝国不稳定的状况已达到了苏丹被劝告废除宪法的地步。有人认为此举会造成更不稳定，有人认为不废宪表明苏丹孱弱。;;;;;;;;;;;;x,,,,,,,
EVTDESC98626_NEWS_SHORT;目前奥斯曼帝国不稳定的状况已达到了苏丹被劝告废除宪法以挽救局势的地步。;;;;;;;;;;;;x,,,,,,,,
EVTDESC98636_NEWS_MEDIUM;土耳其自由主义者已逐渐挑衅奥斯曼君主制——已经到了提议推翻苏丹，建立现代共和政体的地步。他们抵制奥斯曼主义的概念，认为这已经导致了帝国的衰落。;;;;;;;;;;;;x,,,,,,
EVTDESC98636_NEWS_SHORT;土耳其自由主义者已逐渐挑衅奥斯曼君主制——已经到了提议推翻苏丹，建立现代共和政体的地步。;;;;;;;;;;;;x,,,,,,,
EVTDESC98640_NEWS_SHORT;奥斯曼君主制被推翻，现在$COUNTRY$取代它的地位。一个多文化融合的帝国为土耳其人民的国家所取代。;;;;;;;;;;;;x,,,,,,,
EVTNAME99000_NEWS_TITLE;中国的“拳民”;;;;;;;;;;;;x,,,,,,,,
